Cupertino,California,60189,37.3229978,-122.0321823
Modesto,California,204933,37.6390972,-120.9968782
Lancaster,California,159523,34.6867846,-118.1541632
Palm Desert,California,50508,33.7222445,-116.3744556
Jurupa Valley,California,98030,33.9971974,-117.4854802
Pacifica,California,38606,37.6138253,-122.48691940000002
Bellflower,California,77593,33.8816818,-118.1170117
Irvine,California,236716,33.6839473,-117.7946942
Salinas,California,155662,36.6777372,-121.6555013
San Jose,California,998537,37.3382082,-121.88632859999998
Tracy,California,84691,37.7396513,-121.4252227
La Puente,California,40435,34.0200114,-117.9495083
Cerritos,California,49707,33.8583483,-118.0647871
Merced,California,81102,37.3021632,-120.48296770000002
Pico Rivera,California,63771,33.9830688,-118.096735
Yorba Linda,California,67032,33.888625899999994,-117.8131125
Fullerton,California,138981,33.8703596,-117.9242966
Pomona,California,151348,34.055103,-117.7499909
Oxnard,California,203007,34.1975048,-119.17705159999998
Riverside,California,316619,33.9533487,-117.3961564
Eastvale,California,55191,33.952463,-117.5848025
San Mateo,California,101128,37.562991700000005,-122.3255254
Folsom,California,73098,38.6779591,-121.17605829999998
Baldwin Park,California,76635,34.0852868,-117.96089779999998
Rancho Cucamonga,California,171386,34.1063989,-117.5931084
Redlands,California,69999,34.055569299999995,-117.1825381
El Monte,California,115708,34.0686206,-118.0275667
Manteca,California,71948,37.7974273,-121.21605259999998
Danville,California,43341,37.8215929,-121.9999606
Woodland,California,56590,38.6785157,-121.7732971
Rosemead,California,54561,34.0805651,-118.072846
Cypress,California,49087,33.8169599,-118.0372852
Hanford,California,54686,36.3274502,-119.6456844
Yuba City,California,65416,39.1404477,-121.6169108
Hayward,California,151574,37.6688205,-122.0807964
National City,California,59834,32.6781085,-117.0991967
El Cajon,California,102211,32.7947731,-116.9625269
Vacaville,California,94275,38.3565773,-121.9877444
Lakewood,California,81121,33.853626899999995,-118.1339563
Santa Monica,California,92472,34.01945429999999,-118.4911912
Corona,California,159503,33.8752935,-117.5664384
San Marcos,California,89387,33.1433723,-117.1661449
Santa Barbara,California,90412,34.4208305,-119.6981901
La Quinta,California,39331,33.663357299999994,-116.3100095
Hemet,California,81750,33.7475203,-116.9719684
Lodi,California,63338,38.1341477,-121.2722194
Watsonville,California,52477,36.910231,-121.7568946
Alameda,California,76419,37.7652065,-122.2416355
Daly City,California,104739,37.6879241,-122.47020790000002
Carlsbad,California,110972,33.158093300000004,-117.3505939
San Leandro,California,87965,37.7249296,-122.1560768
Delano,California,52403,35.7688425,-119.2470536
Vista,California,96929,33.2000368,-117.2425355
South San Francisco,California,66174,37.654656,-122.4077498
Santa Ana,California,334227,33.7455731,-117.8678338
Santa Clarita,California,179590,34.3916641,-118.542586
Bakersfield,California,363630,35.3732921,-119.0187125
Livermore,California,85156,37.6818745,-121.7680088
Tustin,California,78327,33.7458511,-117.826166
Santa Rosa,California,171990,38.440429,-122.7140548
San Diego,California,1355896,32.715738,-117.1610838
Whittier,California,86635,33.97917929999999,-118.032844
Escondido,California,148738,33.1192068,-117.086421
Berkeley,California,116768,37.87159260000001,-122.272747
San Clemente,California,65040,33.4269728,-117.6119925
Upland,California,75413,34.09751,-117.6483876
Palm Springs,California,46281,33.8302961,-116.54529209999998
Rocklin,California,59738,38.7907339,-121.2357828
Rohnert Park,California,41398,38.3396367,-122.70109840000002
Roseville,California,127035,38.7521235,-121.28800590000002
Rancho Santa Margarita,California,49228,33.640855,-117.603104
Rialto,California,101910,34.1064001,-117.3703235
Redding,California,91119,40.5865396,-122.3916754
La Habra,California,61653,33.9319578,-117.94617340000002
San Bruno,California,42443,37.6304904,-122.4110835
Compton,California,97877,33.8958492,-118.2200712
Redwood City,California,80872,37.4852152,-122.2363548
Porterville,California,55174,36.06523,-119.0167679
Sacramento,California,479686,38.5815719,-121.4943996
Laguna Niguel,California,64652,33.5225261,-117.7075526
Lynwood,California,71371,33.930293,-118.21146029999998
Garden Grove,California,175140,33.7739053,-117.9414477
Covina,California,48508,34.0900091,-117.8903397
Fontana,California,203003,34.0922335,-117.435048
Stockton,California,298118,37.9577016,-121.29077959999998
Chino Hills,California,76572,33.989818799999995,-117.7325848
La Mirada,California,49133,33.9172357,-118.0120086
Davis,California,66205,38.5449065,-121.7405167
Brentwood,California,55000,37.931868,-121.6957863
Visalia,California,127763,36.3302284,-119.2920585
San Francisco,California,837442,37.7749295,-122.4194155
Palo Alto,California,66642,37.4418834,-122.1430195
Poway,California,49417,32.9628232,-117.0358646
Antioch,California,107100,38.0049214,-121.805789
Torrance,California,147478,33.835849200000006,-118.3406288
Hawthorne,California,86199,33.9164032,-118.3525748
San Jacinto,California,45851,33.783908399999994,-116.95863500000002
Murrieta,California,107479,33.553914299999995,-117.2139232
Azusa,California,47842,34.1336186,-117.9075627
Thousand Oaks,California,128731,34.1705609,-118.8375937
Martinez,California,37165,38.0193657,-122.1341321
Chino,California,80988,34.0122346,-117.688944
Fountain Valley,California,56707,33.7091847,-117.9536697
Apple Valley,California,70924,34.5008311,-117.1858759
Oakley,California,38194,37.9974219,-121.7124536
Costa Mesa,California,112174,33.6411316,-117.9186689
Montclair,California,38027,34.0775104,-117.6897776
Placentia,California,52206,33.87223710000001,-117.8703363
Perris,California,72326,33.7825194,-117.2286478
Lake Forest,California,79312,33.6469661,-117.689218
Oceanside,California,172794,33.1958696,-117.3794834
Santa Clara,California,120245,37.3541079,-121.9552356
Diamond Bar,California,56449,34.028622600000006,-117.8103367
Newark,California,44096,37.5296593,-122.0402399
San Luis Obispo,California,46377,35.2827524,-120.6596156
Newport Beach,California,87273,33.6189101,-117.9289469
Stanton,California,38623,33.802515500000005,-117.9931165
Buena Park,California,82882,33.8675143,-117.9981181
Long Beach,California,469428,33.770050399999995,-118.1937395
Chico,California,88077,39.7284944,-121.8374777
Richmond,California,107571,37.9357576,-122.3477486
Colton,California,53243,34.0739016,-117.3136547
Montebello,California,63495,34.0165053,-118.1137535
Westminster,California,91739,33.7513419,-117.9939921
Huntington Beach,California,197575,33.660297,-117.9992265
Pleasanton,California,74110,37.6624312,-121.8746789
Fairfield,California,109320,38.2493581,-122.0399663
Rancho Palos Verdes,California,42448,33.7444613,-118.3870173
Huntington Park,California,58879,33.981681200000004,-118.2250725
South Gate,California,95677,33.954737,-118.2120161
Milpitas,California,69783,37.4323341,-121.8995741
Downey,California,113242,33.9401088,-118.1331593
Yucaipa,California,52536,34.033625,-117.0430865
Los Angeles,California,3884307,34.0522342,-118.24368490000002
Encinitas,California,61588,33.0369867,-117.2919818
Citrus Heights,California,85285,38.7071247,-121.2810611
La Mesa,California,58642,32.7678287,-117.02308390000002
Turlock,California,70365,37.4946568,-120.8465941
Tulare,California,61170,36.20772879999999,-119.3473379
Santa Maria,California,102216,34.953033700000006,-120.4357191
El Centro,California,43363,32.792,-115.5630514
Pasadena,California,139731,34.1477849,-118.1445155
Gardena,California,59957,33.8883487,-118.3089624
Pittsburg,California,66695,38.027976200000005,-121.88468059999998
Brea,California,40963,33.9166805,-117.9000604
Indio,California,83539,33.7205771,-116.2155619
Monterey Park,California,61085,34.0625106,-118.1228476
Glendale,California,196021,34.1425078,-118.255075
Ontario,California,167500,34.0633443,-117.6508876
San Ramon,California,74513,37.7799273,-121.9780153
Petaluma,California,59440,38.232417,-122.6366524
Madera,California,63105,36.961335600000005,-120.0607176
Glendora,California,51074,34.136118700000004,-117.865339
Menifee,California,83447,33.6971468,-117.185294
Aliso Viejo,California,50175,33.5676842,-117.7256083
Lake Elsinore,California,57525,33.668077200000006,-117.3272615
Calexico,California,39389,32.6789476,-115.4988834
Mountain View,California,77846,37.3860517,-122.0838511
Union City,California,72528,37.59339179999999,-122.0438298
Clovis,California,99769,36.8252277,-119.7029194
Temecula,California,106780,33.4936391,-117.1483648
Oakland,California,406253,37.8043637,-122.27111370000002
San Gabriel,California,40275,34.0961111,-118.1058333
Orange,California,139969,33.7877944,-117.8531119
Walnut Creek,California,66900,37.9100783,-122.0651819
Napa,California,79068,38.2975381,-122.286865
Dublin,California,52105,37.7021521,-121.9357918
Santee,California,56105,32.8383828,-116.97391670000002
Elk Grove,California,161007,38.4087993,-121.3716178
Culver City,California,39428,34.0211224,-118.3964665
Simi Valley,California,126181,34.2694474,-118.781482
Chula Vista,California,256780,32.6400541,-117.0841955
Concord,California,125880,37.9779776,-122.0310733
Alhambra,California,84577,34.095287,-118.1270146
Arcadia,California,57639,34.139729200000005,-118.0353449
San Rafael,California,58994,37.9735346,-122.5310874
San Bernardino,California,213708,34.1083449,-117.2897652
Victorville,California,121096,34.5362184,-117.2927641
Campbell,California,40584,37.2871651,-121.9499568
Moreno Valley,California,201175,33.9424658,-117.2296717
West Sacramento,California,49891,38.5804609,-121.530234
Inglewood,California,111542,33.9616801,-118.3531311
Morgan Hill,California,40836,37.130501200000005,-121.6543901
West Covina,California,107740,34.0686208,-117.93895259999998
Carson,California,92599,33.8316745,-118.281693
Vallejo,California,118837,38.1040864,-122.25663670000002
Commerce City,Colorado,49799,39.8083196,-104.9338675
Lakewood,Colorado,147214,39.7047095,-105.08137340000002
Colorado Springs,Colorado,439886,38.8338816,-104.8213634
Westminster,Colorado,110945,39.8366528,-105.03720459999998
Thornton,Colorado,127359,39.8680412,-104.9719243
Aurora,Colorado,345803,39.7294319,-104.8319195
Greeley,Colorado,96539,40.42331420000001,-104.7091322
Fort Collins,Colorado,152061,40.5852602,-105.084423
Loveland,Colorado,71334,40.397761200000005,-105.0749801
Arvada,Colorado,111707,39.8027644,-105.0874842
Castle Rock,Colorado,53063,39.372212100000006,-104.8560902
Boulder,Colorado,103166,40.0149856,-105.2705456
Littleton,Colorado,44275,39.613321,-105.0166498
Grand Junction,Colorado,59778,39.0638705,-108.5506486
Broomfield,Colorado,59471,39.9205411,-105.0866504
Centennial,Colorado,106114,39.5807452,-104.8771726
Denver,Colorado,649495,39.7392358,-104.990251
Longmont,Colorado,89919,40.1672068,-105.1019275
Northglenn,Colorado,37499,39.8961821,-104.9811468
Parker,Colorado,48608,39.5186002,-104.7613633
Pueblo,Colorado,108249,38.2544472,-104.6091409
New Haven,Connecticut,130660,41.308274,-72.9278835
Shelton,Connecticut,40999,41.3164856,-73.0931641
Danbury,Connecticut,83684,41.394817,-73.45401109999999
Hartford,Connecticut,125017,41.7637111,-72.6850932
Norwalk,Connecticut,87776,41.117744,-73.4081575
Meriden,Connecticut,60456,41.5381535,-72.8070435
West Haven,Connecticut,55046,41.2705484,-72.94697109999998
Middletown,Connecticut,47333,41.5623209,-72.6506488
Bridgeport,Connecticut,147216,41.18654779999999,-73.1951767
Stamford,Connecticut,126456,41.0534302,-73.53873409999999
Bristol,Connecticut,60568,41.6717648,-72.9492703
Milford,Connecticut,51644,41.2306979,-73.064036
Waterbury,Connecticut,109676,41.558152500000006,-73.0514965
New Britain,Connecticut,72939,41.6612104,-72.77954190000001
Norwich,Connecticut,40347,41.5242649,-72.07591049999999
Dover,Delaware,37366,39.158168,-75.5243682
Wilmington,Delaware,71525,39.7390721,-75.5397878
Washington,District of Columbia,646449,38.9071923,-77.03687070000001
Hollywood,Florida,146526,26.0112014,-80.1494901
Miami Beach,Florida,91026,25.790654,-80.1300455
Aventura,Florida,37199,25.9564812,-80.1392121
Gainesville,Florida,127488,29.6516344,-82.3248262
Lauderhill,Florida,69813,26.1403635,-80.2133808
Hialeah,Florida,233394,25.8575963,-80.2781057
Hallandale Beach,Florida,38632,25.9812024,-80.148379
Palm Beach Gardens,Florida,50699,26.8233946,-80.1386547
Ocala,Florida,57468,29.1871986,-82.14009229999999
Tampa,Florida,352957,27.950575,-82.4571776
Davie,Florida,96830,26.0764783,-80.2521157
Palm Bay,Florida,104898,28.03446210000001,-80.5886646
Plantation,Florida,90268,26.1275862,-80.23310359999999
Largo,Florida,78409,27.9094665,-82.7873244
Cape Coral,Florida,165831,26.5628537,-81.94953309999998
Sarasota,Florida,53326,27.3364347,-82.5306527
Homestead,Florida,64079,25.4687224,-80.4775569
Jacksonville,Florida,842583,30.3321838,-81.655651
Tallahassee,Florida,186411,30.4382559,-84.2807329
Fort Myers,Florida,68190,26.640628000000003,-81.87230840000001
Oakland Park,Florida,43286,26.1723065,-80.13198929999999
Boynton Beach,Florida,71097,26.531786600000004,-80.0905465
Daytona Beach,Florida,62316,29.2108147,-81.02283309999999
Fort Pierce,Florida,43074,27.446705600000005,-80.3256056
Panama City,Florida,36877,30.1588129,-85.6602058
Ocoee,Florida,39172,28.5691677,-81.5439619
Sunrise,Florida,90116,26.1669711,-80.25659499999999
Doral,Florida,50213,25.8195424,-80.3553302
Titusville,Florida,44206,28.6122187,-80.8075537
West Palm Beach,Florida,102436,26.7153424,-80.0533746
North Lauderdale,Florida,42757,26.217305,-80.2258811
Lakeland,Florida,100710,28.0394654,-81.9498042
Weston,Florida,68388,26.1003654,-80.3997748
Delray Beach,Florida,64072,26.4614625,-80.07282009999999
Deerfield Beach,Florida,78041,26.3184123,-80.0997657
Greenacres,Florida,38696,26.6276276,-80.1353896
Boca Raton,Florida,89407,26.3683064,-80.1289321
Winter Garden,Florida,37711,28.5652787,-81.5861847
Pensacola,Florida,52703,30.421309,-87.2169149
Coral Springs,Florida,126604,26.271192,-80.27060440000001
North Port,Florida,59212,27.044224,-82.23592540000001
Apopka,Florida,45587,28.6934076,-81.53221490000001
Wellington,Florida,60202,26.6617635,-80.2683571
Pompano Beach,Florida,104410,26.2378597,-80.1247667
Melbourne,Florida,77508,28.0836269,-80.6081089
Ormond Beach,Florida,38661,29.2858129,-81.05588940000001
Margate,Florida,55456,26.244526300000004,-80.206436
Jupiter,Florida,58298,26.934224600000004,-80.09420870000001
North Miami,Florida,61007,25.8900949,-80.18671379999999
Altamonte Springs,Florida,42150,28.6611089,-81.36562420000001
Cutler Bay,Florida,43328,25.5808323,-80.3468593
North Miami Beach,Florida,43250,25.9331488,-80.1625463
Fort Lauderdale,Florida,172389,26.1224386,-80.13731740000001
St. Cloud,Florida,40918,28.2489016,-81.2811801
Bradenton,Florida,51763,27.4989278,-82.5748194
Coconut Creek,Florida,56792,26.2517482,-80.17893509999999
Coral Gables,Florida,49631,25.72149,-80.2683838
Palm Coast,Florida,78740,29.5844524,-81.2078699
Port St. Lucie,Florida,171016,27.2730492,-80.3582261
Pinellas Park,Florida,49998,27.8428025,-82.6995443
Miramar,Florida,130288,25.9860762,-80.3035602
Kissimmee,Florida,65173,28.291955699999995,-81.40757099999999
Sanford,Florida,56002,28.802861199999995,-81.269453
Deltona,Florida,86290,28.9005446,-81.2636738
Clearwater,Florida,109703,27.9658533,-82.8001026
Orlando,Florida,255483,28.5383355,-81.3792365
Bonita Springs,Florida,47547,26.339806,-81.77869720000001
Tamarac,Florida,63155,26.2128609,-80.2497707
Pembroke Pines,Florida,162329,26.007765,-80.2962555
Miami,Florida,417650,25.7616798,-80.1917902
St. Petersburg,Florida,249688,27.773056,-82.64
Port Orange,Florida,57203,29.1383165,-80.9956105
Miami Gardens,Florida,111378,25.9420377,-80.2456045
Augusta-Richmond County,Georgia,197350,33.4734978,-82.0105148
Smyrna,Georgia,53438,33.883992600000006,-84.51437609999999
Albany,Georgia,76185,31.5785074,-84.155741
Atlanta,Georgia,447841,33.7489954,-84.3879824
Dunwoody,Georgia,47591,33.9462125,-84.3346473
Brookhaven,Georgia,50603,33.8651033,-84.3365917
Athens-Clarke County,Georgia,119980,33.9519347,-83.357567
Savannah,Georgia,142772,32.0835407,-81.0998342
Marietta,Georgia,59089,33.952602,-84.5499327
Sandy Springs,Georgia,99770,33.9304352,-84.3733147
Johns Creek,Georgia,82788,34.0289259,-84.19857900000001
Alpharetta,Georgia,62298,34.07537620000001,-84.2940899
Roswell,Georgia,94034,34.0232431,-84.36155550000001
Macon,Georgia,89981,32.8406946,-83.6324022
Peachtree Corners,Georgia,40059,33.9698929,-84.2214551
Columbus,Georgia,202824,32.4609764,-84.9877094
Warner Robins,Georgia,72531,32.6130007,-83.624201
Valdosta,Georgia,56481,30.8327022,-83.2784851
Honolulu,Hawaii,347884,21.3069444,-157.8583333
Twin Falls,Idaho,45981,42.5629668,-114.4608711
Nampa,Idaho,86518,43.5407172,-116.5634624
Caldwell,Idaho,48957,43.6629384,-116.6873596
Coeur d'Alene,Idaho,46402,47.6776832,-116.7804664
Idaho Falls,Idaho,58292,43.4916514,-112.0339645
Pocatello,Idaho,54350,42.8713032,-112.4455344
Meridian,Idaho,83596,43.61210870000001,-116.3915131
Boise City,Idaho,214237,43.6187102,-116.2146068
Buffalo Grove,Illinois,41778,42.1662831,-87.9631308
Tinley Park,Illinois,57282,41.5731442,-87.7932939
Urbana,Illinois,41752,40.1105875,-88.2072697
Waukegan,Illinois,88826,42.3636331,-87.84479379999999
Cicero,Illinois,84103,41.8455877,-87.7539448
Evanston,Illinois,75570,42.0450722,-87.6876969
Des Plaines,Illinois,58918,42.03336229999999,-87.88339909999999
Arlington Heights,Illinois,75994,42.0883603,-87.9806265
Rock Island,Illinois,38877,41.5094771,-90.5787476
Wheeling,Illinois,38015,42.1391927,-87.92895909999999
Park Ridge,Illinois,37839,42.0111412,-87.8406192
Hanover Park,Illinois,38510,41.9994722,-88.1450735
Aurora,Illinois,199963,41.7605849,-88.3200715
Moline,Illinois,43116,41.5067003,-90.5151342
Skokie,Illinois,65176,42.0324025,-87.7416246
Orland Park,Illinois,58590,41.6303103,-87.8539425
Romeoville,Illinois,39650,41.6475306,-88.0895061
Glenview,Illinois,45417,42.0697509,-87.7878408
Addison,Illinois,37385,41.931696,-87.9889556
Normal,Illinois,54664,40.5142026,-88.99063120000001
Berwyn,Illinois,56758,41.8505874,-87.79366850000001
Oak Park,Illinois,52066,41.885031700000006,-87.7845025
Streamwood,Illinois,40351,42.02558270000001,-88.1784085
Champaign,Illinois,83424,40.1164204,-88.2433829
Schaumburg,Illinois,74907,42.0333607,-88.0834059
Bloomington,Illinois,78902,40.4842027,-88.9936873
Quincy,Illinois,40915,39.9356016,-91.4098726
Hoffman Estates,Illinois,52398,42.0629915,-88.1227199
Plainfield,Illinois,41734,41.632223,-88.2120315
Belleville,Illinois,42895,38.5200504,-89.98399350000001
Joliet,Illinois,147806,41.525031,-88.0817251
Bolingbrook,Illinois,73936,41.6986416,-88.0683955
Carol Stream,Illinois,40379,41.9125286,-88.1347927
Elmhurst,Illinois,45556,41.8994744,-87.9403418
Peoria,Illinois,116513,40.6936488,-89.58898640000001
Calumet City,Illinois,37240,41.6155909,-87.5294871
Chicago,Illinois,2718782,41.8781136,-87.62979820000001
Carpentersville,Illinois,38241,42.1211364,-88.2578582
Rockford,Illinois,150251,42.2711311,-89.09399520000001
DeKalb,Illinois,43849,41.9294736,-88.7503647
Downers Grove,Illinois,49670,41.8089191,-88.01117459999999
Mount Prospect,Illinois,54771,42.066416700000005,-87.9372908
Crystal Lake,Illinois,40388,42.2411344,-88.3161965
Lombard,Illinois,43907,41.8800296,-88.0078435
Oak Lawn,Illinois,57073,41.719978000000005,-87.7479528
Naperville,Illinois,144864,41.7508391,-88.15353520000001
Springfield,Illinois,117006,39.7817213,-89.6501481
Decatur,Illinois,74710,39.84031470000001,-88.9548001
Wheaton,Illinois,53648,41.8661403,-88.1070127
Elgin,Illinois,110145,42.0354084,-88.2825668
Palatine,Illinois,69350,42.1103041,-88.03424
Bartlett,Illinois,41679,41.9950276,-88.1856301
South Bend,Indiana,100886,41.6763545,-86.25198979999999
Anderson,Indiana,55670,40.1053196,-85.6802541
Carmel,Indiana,85927,39.978371,-86.1180435
Columbus,Indiana,45775,39.2014404,-85.9213796
Gary,Indiana,78450,41.5933696,-87.3464271
Evansville,Indiana,120310,37.9715592,-87.5710898
Terre Haute,Indiana,61025,39.4667034,-87.4139092
Muncie,Indiana,70316,40.1933767,-85.3863599
Kokomo,Indiana,56895,40.486427,-86.13360329999999
Greenwood,Indiana,53665,39.6136578,-86.10665259999999
Bloomington,Indiana,82575,39.165325,-86.5263857
Jeffersonville,Indiana,45929,38.27757020000001,-85.7371847
Fort Wayne,Indiana,256496,41.079273,-85.13935129999999
Mishawaka,Indiana,47989,41.6619927,-86.15861559999999
Hammond,Indiana,78967,41.5833688,-87.5000412
Lafayette,Indiana,70373,40.4167022,-86.8752869
Elkhart,Indiana,51265,41.6819935,-85.9766671
Indianapolis,Indiana,843393,39.768403,-86.158068
Lawrence,Indiana,47135,39.8386516,-86.0252612
Fishers,Indiana,83891,39.95675479999999,-86.01335
Noblesville,Indiana,56540,40.0455917,-86.0085955
Sioux City,Iowa,82459,42.4999942,-96.4003069
Urbandale,Iowa,41776,41.6266555,-93.7121656
Ames,Iowa,61792,42.034722,-93.62
Cedar Falls,Iowa,40566,42.5348993,-92.4453161
West Des Moines,Iowa,61255,41.5772115,-93.711332
Iowa City,Iowa,71591,41.6611277,-91.5301683
Davenport,Iowa,102157,41.5236437,-90.5776367
Council Bluffs,Iowa,61969,41.2619444,-95.8608333
Ankeny,Iowa,51567,41.7317884,-93.6001278
Cedar Rapids,Iowa,128429,41.9778795,-91.6656232
Des Moines,Iowa,207510,41.6005448,-93.6091064
Waterloo,Iowa,68366,42.492786,-92.3425775
Dubuque,Iowa,58253,42.5005583,-90.6645718
Hutchinson,Kansas,41889,38.0608445,-97.9297743
Wichita,Kansas,386552,37.688889,-97.336111
Topeka,Kansas,127679,39.0558235,-95.6890185
Shawnee,Kansas,64323,39.0228485,-94.7151865
Overland Park,Kansas,181260,38.9822282,-94.6707917
Lawrence,Kansas,90811,38.9716689,-95.2352501
Lenexa,Kansas,50344,38.9536174,-94.7335709
Manhattan,Kansas,56143,39.1836082,-96.5716694
Salina,Kansas,47846,38.8402805,-97.6114237
Kansas City,Kansas,148483,39.114053000000006,-94.6274636
Olathe,Kansas,131885,38.8813958,-94.8191285
Owensboro,Kentucky,58416,37.7719074,-87.1111676
Covington,Kentucky,40956,39.083671200000005,-84.5085536
Louisville,Kentucky,609893,38.2526647,-85.7584557
Lexington-Fayette,Kentucky,308428,38.040583700000006,-84.50371640000002
Bowling Green,Kentucky,61488,36.9685219,-86.48080429999999
Baton Rouge,Louisiana,229426,30.4582829,-91.1403196
Shreveport,Louisiana,200327,32.5251516,-93.7501789
Bossier City,Louisiana,66333,32.5159852,-93.7321228
Kenner,Louisiana,66975,29.9940924,-90.2417434
Alexandria,Louisiana,48426,31.3112936,-92.4451371
New Orleans,Louisiana,378715,29.9510658,-90.0715323
Monroe,Louisiana,49761,32.5093109,-92.1193012
Lake Charles,Louisiana,74024,30.226594899999995,-93.2173758
Lafayette,Louisiana,124276,30.2240897,-92.0198427
Portland,Maine,66318,43.661471,-70.2553259
Hagerstown,Maryland,40612,39.6417629,-77.7199932
Frederick,Maryland,66893,39.4142688,-77.41054090000002
Baltimore,Maryland,622104,39.2903848,-76.6121893
Annapolis,Maryland,38722,38.9784453,-76.4921829
Rockville,Maryland,64072,39.0839973,-77.1527578
Gaithersburg,Maryland,65690,39.143440600000005,-77.2013705
Bowie,Maryland,56759,39.0067768,-76.77913649999999
Quincy,Massachusetts,93494,42.25287720000001,-71.0022705
Waltham,Massachusetts,62227,42.376485200000005,-71.2356113
Woburn,Massachusetts,39083,42.4792618,-71.1522765
Medford,Massachusetts,57170,42.4184296,-71.10616390000001
Westfield,Massachusetts,41301,42.1250929,-72.749538
Worcester,Massachusetts,182544,42.262593200000005,-71.8022934
Marlborough,Massachusetts,39414,42.3459271,-71.55228740000001
Lynn,Massachusetts,91589,42.466763,-70.9494938
Revere,Massachusetts,53756,42.408430200000005,-71.0119948
Peabody,Massachusetts,52044,42.5278731,-70.92866090000001
Fitchburg,Massachusetts,40383,42.5834228,-71.8022955
Newton,Massachusetts,87971,42.3370413,-71.2092214
Fall River,Massachusetts,88697,41.7014912,-71.1550451
Brockton,Massachusetts,94089,42.083433500000005,-71.0183787
Salem,Massachusetts,42544,42.51954,-70.8967155
